game_id,move_number,phase,start_eval,end_eval,delta_eval,move_quality,time_per_move,accuracy_score,blunder_risk,flag1,flag2,flag3,last_elo,new_elo
game_00000,19,Middlegame,4.71,2.47,-2.24,Blunder,7.0,1.3,1.94,1,0,0,1268.33,1258.29
game_00000,20,Endgame,2.47,2.45,-0.02,Perfect,3.39,5.73,0.14,0,0,0,1258.29,1261.53
game_00000,21,Endgame,2.45,2.86,0.41,Good,3.39,6.0,0.1,0,0,0,1261.53,1263.4
game_00000,22,Endgame,2.86,2.95,0.09,Perfect,1.45,5.28,0.2,0,0,0,1263.4,1267.98
game_00000,23,Endgame,2.95,5.0,2.43,Blunder,1.46,1.39,2.0,0,0,0,1267.98,1257.6
game_00000,24,Endgame,5.0,5.0,0.3,Good,0.85,5.35,0.01,0,0,0,1257.6,1258.53
game_00000,25,Endgame,5.0,4.94,-0.06,Perfect,1.96,4.66,0.4,0,0,0,1258.53,1263.0
game_00000,26,Endgame,4.94,4.92,-0.02,Perfect,0.4,6.0,0.06,0,0,0,1263.0,1266.92
game_00001,1,Opening,0.67,0.59,-0.09,Perfect,1.35,6.0,0.35,0,0,0,1101.23,1104.55
game_00001,2,Opening,0.59,-1.57,-2.15,Blunder,1.09,1.0,1.92,0,0,0,1104.55,1099.11
game_00001,3,Opening,-1.57,-1.56,0.0,Perfect,0.74,4.51,0.4,0,1,0,1099.11,1102.02
game_00001,4,Opening,-1.56,-2.1,-0.53,Inaccuracy,1.58,3.82,0.29,0,0,0,1102.02,1099.78
game_00001,5,Opening,-2.1,-1.86,0.24,Good,1.4,5.7,0.23,1,1,0,1099.78,1101.3
game_00001,6,Opening,-1.86,-1.8,0.05,Perfect,2.03,6.0,0.21,0,0,0,1101.3,1104.21
game_00001,7,Opening,-1.8,-3.35,-1.54,Blunder,0.81,2.19,1.15,0,0,0,1104.21,1099.71
game_00001,8,Opening,-3.35,-3.01,0.33,Good,2.16,5.45,0.05,0,0,0,1099.71,1100.91
game_00001,9,Opening,-3.01,-3.02,-0.01,Perfect,0.72,5.99,0.15,0,0,0,1100.91,1104.66
game_00001,10,Opening,-3.02,-2.6,0.42,Good,0.91,5.94,0.19,0,0,0,1104.66,1106.49
game_00001,11,Middlegame,-2.6,-4.38,-1.78,Blunder,4.14,3.13,1.49,0,0,0,1106.49,1097.41
game_00001,12,Middlegame,-4.38,-4.33,0.05,Perfect,4.74,6.0,0.32,1,0,0,1097.41,1101.84
game_00001,13,Middlegame,-4.33,-4.33,-0.01,Perfect,2.05,6.0,0.36,0,0,0,1101.84,1107.99
game_00001,14,Middlegame,-4.33,-2.74,1.6,Blunder,7.0,2.73,1.4,0,0,0,1107.99,1098.2
game_00001,15,Middlegame,-2.74,-3.51,-0.77,Inaccuracy,4.44,5.6,0.69,0,0,0,1098.2,1094.11
game_00001,16,Middlegame,-3.51,-3.59,-0.08,Perfect,3.76,5.47,0.19,0,0,0,1094.11,1100.25
game_00001,17,Middlegame,-3.59,-3.62,-0.03,Perfect,4.73,6.0,0.04,0,0,0,1100.25,1106.47
game_00001,18,Middlegame,-3.62,-1.34,2.28,Blunder,4.14,2.13,1.86,0,0,0,1106.47,1098.35
game_00001,19,Middlegame,-1.34,-3.74,-2.4,Blunder,5.64,0.73,1.89,1,0,0,1098.35,1093.62
game_00001,20,Middlegame,-3.74,-3.82,-0.08,Perfect,4.54,6.0,0.12,0,0,0,1093.62,1099.04
game_00001,21,Middlegame,-3.82,-3.95,-0.13,Perfect,3.89,6.0,0.17,0,0,0,1099.04,1104.06
game_00001,22,Middlegame,-3.95,-3.99,-0.04,Perfect,4.2,6.0,0.35,0,0,0,1104.06,1109.09
game_00001,23,Middlegame,-3.99,-4.01,-0.02,Perfect,2.56,6.0,0.21,0,0,0,1109.09,1114.35
game_00001,24,Endgame,-4.01,-1.6,2.41,Blunder,5.29,1.41,1.96,1,1,0,1114.35,1104.13
game_00001,25,Endgame,-1.6,-1.8,-0.21,Good,3.96,5.95,0.33,0,1,0,1104.13,1105.61
game_00001,26,Endgame,-1.8,-1.62,0.18,Perfect,3.11,5.47,0.01,0,0,0,1105.61,1111.78
game_00001,27,Endgame,-1.62,-1.69,-0.07,Perfect,3.79,5.06,0.25,1,0,0,1111.78,1116.29
game_00001,28,Endgame,-1.69,-1.47,0.22,Good,0.71,5.38,0.04,0,0,0,1116.29,1117.69
game_00001,29,Endgame,-1.47,-1.51,-0.04,Perfect,1.38,5.49,0.28,0,0,0,1117.69,1124.05
game_00001,30,Endgame,-1.51,-1.66,-0.15,Perfect,0.7,5.25,0.18,0,0,0,1124.05,1130.38
game_00001,31,Endgame,-1.66,-1.35,0.31,Good,0.68,6.0,0.12,0,0,0,1130.38,1132.22
game_00001,32,Endgame,-1.35,-1.81,-0.46,Good,2.35,5.46,0.21,0,0,0,1132.22,1133.71
game_00002,1,Opening,-0.23,-0.27,-0.04,Perfect,1.6,6.0,0.13,0,0,0,991.02,993.42
game_00002,2,Opening,-0.27,-0.2,0.07,Perfect,0.55,6.0,0.09,0,0,0,993.42,996.49
game_00002,3,Opening,-0.2,-0.17,0.03,Perfect,0.77,6.0,0.39,0,0,0,996.49,1000.18
game_00002,4,Opening,-0.17,-0.42,-0.25,Good,1.02,5.66,0.32,0,0,0,1000.18,1001.17
game_00002,5,Opening,-0.42,-0.45,-0.03,Perfect,2.01,5.52,0.34,0,0,0,1001.17,1003.69
game_00002,6,Opening,-0.45,-0.37,0.08,Perfect,0.38,5.5,0.22,0,0,0,1003.69,1007.16
game_00002,7,Opening,-0.37,-0.39,-0.01,Perfect,1.99,5.96,0.3,0,0,0,1007.16,1009.32
game_00002,8,Opening,-0.39,-0.32,0.06,Perfect,1.28,6.0,0.31,0,0,0,1009.32,1012.44
game_00002,9,Opening,-0.32,-0.37,-0.05,Perfect,0.57,5.1,0.01,0,0,0,1012.44,1015.48
game_00002,10,Opening,-0.37,-0.42,-0.05,Perfect,0.42,5.6,0.3,0,0,0,1015.48,1018.76
game_00002,11,Middlegame,-0.42,-0.48,-0.06,Perfect,3.65,3.99,0.06,0,0,0,1018.76,1020.87
game_00002,12,Middlegame,-0.48,-0.45,0.03,Perfect,4.4,5.77,0.16,1,0,0,1020.87,1023.28
game_00002,13,Middlegame,-0.45,-0.22,0.23,Good,1.83,6.0,0.35,0,0,0,1023.28,1024.41
game_00002,14,Middlegame,-0.22,-0.19,0.03,Perfect,2.11,6.0,0.34,0,0,0,1024.41,1027.99
game_00002,15,Middlegame,-0.19,-0.2,-0.01,Perfect,5.24,5.5,0.39,0,0,0,1027.99,1030.65
game_00002,16,Middlegame,-0.2,-0.12,0.08,Perfect,3.81,5.96,0.31,0,0,0,1030.65,1034.32
game_00002,17,Endgame,-0.12,-0.23,-0.11,Perfect,3.09,6.0,0.16,0,0,0,1034.32,1038.79
game_00002,18,Endgame,-0.23,-0.26,-0.03,Perfect,1.24,5.66,0.1,0,0,0,1038.79,1042.39
game_00002,19,Endgame,-0.26,-0.26,-0.01,Perfect,2.16,6.0,0.25,0,1,0,1042.39,1047.55
game_00002,20,Endgame,-0.26,-0.29,-0.02,Perfect,0.71,6.0,0.15,0,0,0,1047.55,1052.34
game_00002,21,Endgame,-0.29,-0.23,0.05,Perfect,1.07,6.0,0.14,0,0,0,1052.34,1056.05
game_00002,22,Endgame,-0.23,-0.72,-0.49,Good,1.62,5.7,0.27,0,0,0,1056.05,1057.26
game_00003,1,Opening,0.67,3.14,2.47,Blunder,2.63,1.66,1.91,0,0,0,829.34,822.68
game_00003,2,Opening,3.14,3.13,-0.01,Perfect,2.05,6.0,0.19,1,0,0,822.68,828.17
game_00003,3,Opening,3.13,3.0,-0.13,Perfect,1.89,4.93,0.22,0,0,0,828.17,831.74
game_00003,4,Opening,3.0,4.47,1.48,Blunder,2.34,4.02,1.16,1,0,0,831.74,821.1
game_00003,5,Opening,4.47,2.42,-2.05,Blunder,2.8,1.41,1.71,1,0,0,821.1,811.24
game_00003,6,Opening,2.42,3.82,1.4,Blunder,1.93,2.63,0.94,0,1,0,811.24,800.32
game_00003,7,Opening,3.82,2.04,-1.78,Blunder,2.71,1.64,1.62,0,0,1,800.32,792.9
game_00003,8,Opening,2.04,4.03,1.99,Blunder,3.49,1.58,1.54,1,0,0,792.9,781.61
game_00003,9,Opening,4.03,3.97,-0.06,Perfect,1.8,6.0,0.37,0,1,0,781.61,787.7
game_00003,10,Opening,3.97,4.39,0.42,Good,0.81,4.99,0.09,0,0,0,787.7,788.97
game_00003,11,Middlegame,4.39,4.8,0.42,Good,2.71,5.3,0.05,0,0,0,788.97,791.04
game_00003,12,Middlegame,4.8,3.25,-1.55,Blunder,3.92,3.17,1.22,0,0,0,791.04,782.53
game_00003,13,Middlegame,3.25,3.38,0.13,Perfect,2.98,5.69,0.08,0,0,0,782.53,786.56
game_00003,14,Middlegame,3.38,3.45,0.07,Perfect,3.91,5.93,0.2,0,0,0,786.56,790.14
game_00003,15,Middlegame,3.45,5.0,1.79,Blunder,6.84,2.49,1.37,1,0,0,790.14,782.75
game_00003,16,Endgame,5.0,4.91,-0.09,Perfect,1.54,6.0,0.09,1,0,0,782.75,788.82
game_00003,17,Endgame,4.91,5.0,2.03,Blunder,2.18,0.83,1.82,0,0,0,788.82,778.44
game_00003,18,Endgame,5.0,4.87,-0.13,Perfect,0.83,6.0,0.19,1,0,0,778.44,781.67
game_00003,19,Endgame,4.87,5.0,0.14,Perfect,1.01,5.27,0.05,0,0,0,781.67,786.54
game_00003,20,Endgame,5.0,4.92,-0.08,Perfect,1.48,6.0,0.37,1,0,0,786.54,791.46
game_00003,21,Endgame,4.92,4.35,-0.57,Inaccuracy,0.81,4.61,0.55,0,0,0,791.46,787.21
game_00004,1,Opening,-0.22,-0.17,0.06,Perfect,1.21,6.0,0.31,0,0,0,1434.34,1437.27
game_00004,2,Opening,-0.17,0.08,0.24,Good,0.91,4.92,0.32,0,0,0,1437.27,1438.49
game_00004,3,Opening,0.08,1.95,1.87,Blunder,2.48,1.81,1.66,0,1,0,1438.49,1432.79
game_00004,4,Opening,1.95,0.19,-1.76,Blunder,0.79,3.25,1.48,0,0,0,1432.79,1425.23
game_00004,5,Opening,0.19,0.18,-0.01,Perfect,1.82,5.66,0.38,0,0,0,1425.23,1428.16
game_00004,6,Opening,0.18,0.38,0.2,Good,1.36,6.0,0.35,1,1,0,1428.16,1429.11
game_00004,7,Opening,0.38,0.35,-0.03,Perfect,0.59,5.67,0.26,0,0,0,1429.11,1431.81
game_00004,8,Opening,0.35,0.4,0.05,Perfect,1.67,6.0,0.34,0,0,0,1431.81,1435.1
game_00004,9,Opening,0.4,0.41,0.01,Perfect,2.13,6.0,0.11,1,0,0,1435.1,1437.51
game_00004,10,Opening,0.41,0.43,0.02,Perfect,1.4,5.61,0.0,0,0,0,1437.51,1440.13
game_00004,11,Middlegame,0.43,0.37,-0.06,Perfect,3.96,5.29,0.18,0,0,0,1440.13,1442.41
game_00004,12,Middlegame,0.37,0.19,-0.18,Perfect,5.31,5.65,0.34,0,0,0,1442.41,1444.9
game_00004,13,Middlegame,0.19,-1.55,-1.74,Blunder,2.02,2.39,1.42,0,0,0,1444.9,1440.66
game_00004,14,Middlegame,-1.55,-1.53,0.02,Perfect,3.34,5.86,0.0,0,0,0,1440.66,1442.75
game_00004,15,Endgame,-1.53,-4.28,-2.75,Blunder,4.24,0.19,2.0,0,0,0,1442.75,1432.41
game_00004,16,Endgame,-4.28,-4.25,0.03,Perfect,4.16,5.96,0.32,0,0,0,1432.41,1436.52
game_00004,17,Endgame,-4.25,-4.26,-0.01,Perfect,2.18,6.0,0.33,0,1,0,1436.52,1439.79
game_00004,18,Endgame,-4.26,-4.28,-0.02,Perfect,1.12,6.0,0.32,0,0,0,1439.79,1445.31
game_00004,19,Endgame,-4.28,-4.27,0.01,Perfect,1.3,6.0,0.12,0,0,0,1445.31,1449.9
game_00004,20,Endgame,-4.27,-4.22,0.05,Perfect,1.72,5.67,0.35,1,0,0,1449.9,1454.51
game_00005,1,Opening,0.46,2.71,2.26,Blunder,1.87,0.78,2.0,0,0,0,1923.95,1919.35
game_00005,2,Opening,2.71,2.76,0.05,Perfect,1.37,5.21,0.31,0,0,0,1919.35,1923.11
game_00005,3,Opening,2.76,2.81,0.05,Perfect,1.5,6.0,0.02,1,0,0,1923.11,1927.05
game_00005,4,Opening,2.81,3.12,0.31,Good,1.17,5.31,0.37,0,0,0,1927.05,1928.64
game_00005,5,Opening,3.12,2.9,-0.22,Good,1.8,6.0,0.23,0,0,0,1928.64,1929.72
game_00005,6,Opening,2.9,2.87,-0.03,Perfect,1.41,5.98,0.25,0,0,0,1929.72,1935.21
game_00005,7,Opening,2.87,2.85,-0.02,Perfect,1.49,6.0,0.27,0,0,0,1935.21,1941.59
game_00005,8,Opening,2.85,2.86,0.01,Perfect,1.37,5.94,0.39,0,0,0,1941.59,1945.4
game_00005,9,Opening,2.86,2.89,0.03,Perfect,1.62,5.46,0.07,0,0,1,1945.4,1951.03
game_00005,10,Opening,2.89,2.84,-0.06,Perfect,0.77,6.0,0.09,0,0,0,1951.03,1956.66
game_00005,11,Middlegame,2.84,2.79,-0.05,Perfect,2.84,5.15,0.02,0,0,0,1956.66,1961.22
game_00005,12,Middlegame,2.79,4.36,1.58,Blunder,6.09,3.5,1.38,0,0,0,1961.22,1950.34
game_00005,13,Middlegame,4.36,4.31,-0.05,Perfect,1.69,6.0,0.35,1,0,0,1950.34,1954.62
game_00005,14,Middlegame,4.31,4.32,0.01,Perfect,3.12,6.0,0.16,0,1,0,1954.62,1958.61
game_00005,15,Middlegame,4.32,4.38,0.06,Perfect,5.46,5.83,0.05,0,0,0,1958.61,1963.81
game_00005,16,Middlegame,4.38,4.38,-0.0,Perfect,1.79,5.57,0.22,0,0,0,1963.81,1968.6
game_00005,17,Middlegame,4.38,4.45,0.07,Perfect,4.68,5.92,0.26,1,0,0,1968.6,1973.85
game_00005,18,Middlegame,4.45,4.51,0.06,Perfect,2.35,5.72,0.38,1,0,0,1973.85,1977.29
game_00005,19,Middlegame,4.51,4.42,-0.09,Perfect,1.75,5.03,0.31,1,0,0,1977.29,1983.08
game_00005,20,Endgame,4.42,4.39,-0.03,Perfect,1.81,6.0,0.32,0,0,0,1983.08,1987.87
game_00005,21,Endgame,4.39,4.41,0.02,Perfect,1.76,6.0,0.31,1,0,0,1987.87,1993.6
game_00005,22,Endgame,4.41,3.95,-0.46,Good,4.59,5.65,0.26,0,0,0,1993.6,1994.86
game_00005,23,Endgame,3.95,3.93,-0.02,Perfect,0.27,6.0,0.18,1,0,0,1994.86,2000.65
game_00005,24,Endgame,3.93,4.01,0.08,Perfect,0.83,6.0,0.21,0,0,0,2000.65,2005.3
game_00005,25,Endgame,4.01,3.96,-0.05,Perfect,0.86,4.95,0.01,1,0,0,2005.3,2009.0
game_00005,26,Endgame,3.96,4.0,0.04,Perfect,0.93,6.0,0.2,1,0,0,2009.0,2014.41
game_00006,1,Opening,0.09,-0.37,-0.45,Good,2.17,5.0,0.09,1,0,0,1019.91,1021.39
game_00006,2,Opening,-0.37,-0.27,0.1,Perfect,1.89,5.16,0.13,0,0,0,1021.39,1023.84
game_00006,3,Opening,-0.27,-0.25,0.02,Perfect,1.86,6.0,0.29,0,1,0,1023.84,1026.84
game_00006,4,Opening,-0.25,-0.26,-0.01,Perfect,1.77,6.0,0.19,1,0,0,1026.84,1029.69
game_00006,5,Opening,-0.26,-0.28,-0.02,Perfect,1.45,5.83,0.17,0,0,0,1029.69,1033.35
game_00006,6,Opening,-0.28,-0.28,-0.0,Perfect,1.92,5.95,0.3,0,0,0,1033.35,1037.17
game_00006,7,Opening,-0.28,-0.46,-0.17,Perfect,0.74,5.33,0.37,0,0,0,1037.17,1040.42
game_00006,8,Opening,-0.46,-0.93,-0.47,Good,0.95,4.5,0.21,0,0,0,1040.42,1041.74
game_00006,9,Opening,-0.93,-3.24,-2.31,Blunder,1.15,0.82,2.0,0,0,0,1041.74,1036.35
game_00006,10,Opening,-3.24,-3.24,-0.0,Perfect,1.82,5.97,0.3,0,0,0,1036.35,1039.7
game_00006,11,Middlegame,-3.24,-3.33,-0.09,Perfect,4.56,6.0,0.09,0,0,0,1039.7,1043.92
game_00006,12,Middlegame,-3.33,-3.31,0.02,Perfect,2.21,5.5,0.34,0,0,0,1043.92,1048.89
game_00006,13,Middlegame,-3.31,-3.44,-0.14,Perfect,3.27,6.0,0.23,0,0,0,1048.89,1052.55
game_00006,14,Middlegame,-3.44,-3.39,0.05,Perfect,4.11,5.54,0.21,0,0,0,1052.55,1058.15
game_00006,15,Middlegame,-3.39,-1.57,1.82,Blunder,2.99,2.33,1.3,1,0,0,1058.15,1047.06
game_00006,16,Middlegame,-1.57,-1.6,-0.03,Perfect,2.38,5.04,0.33,0,0,0,1047.06,1050.47
game_00006,17,Middlegame,-1.6,-1.46,0.15,Perfect,3.3,5.96,0.37,1,0,0,1050.47,1054.26
game_00006,18,Middlegame,-1.46,-1.19,0.27,Good,3.44,5.72,0.29,1,0,0,1054.26,1055.43
game_00006,19,Middlegame,-1.19,-1.26,-0.07,Perfect,4.02,6.0,0.08,1,0,0,1055.43,1058.17
game_00006,20,Middlegame,-1.26,-1.39,-0.13,Perfect,4.01,6.0,0.17,0,0,0,1058.17,1061.25
game_00006,21,Endgame,-1.39,-1.24,0.15,Perfect,2.63,4.49,0.08,1,0,0,1061.25,1065.12
game_00006,22,Endgame,-1.24,-1.21,0.03,Perfect,2.23,6.0,0.12,0,0,0,1065.12,1068.97
game_00006,23,Endgame,-1.21,-1.24,-0.02,Perfect,1.94,5.36,0.31,0,0,0,1068.97,1072.87
game_00006,24,Endgame,-1.24,-1.26,-0.02,Perfect,1.44,6.0,0.11,0,0,0,1072.87,1077.04
game_00006,25,Endgame,-1.26,-1.26,-0.0,Perfect,2.78,6.0,0.33,0,0,0,1077.04,1082.17
game_00006,26,Endgame,-1.26,-1.26,0.0,Perfect,1.38,5.39,0.26,0,0,0,1082.17,1086.97
game_00006,27,Endgame,-1.26,-1.31,-0.05,Perfect,2.41,6.0,0.0,0,0,0,1086.97,1091.16
game_00007,1,Opening,0.31,-0.12,-0.43,Good,1.83,5.72,0.11,0,0,0,1171.59,1172.24
game_00007,2,Opening,-0.12,-0.09,0.04,Perfect,0.39,5.27,0.35,0,0,0,1172.24,1174.86
game_00007,3,Opening,-0.09,-0.32,-0.23,Good,0.48,5.51,0.02,0,0,0,1174.86,1175.76
game_00007,4,Opening,-0.32,-0.38,-0.06,Perfect,0.99,5.59,0.36,1,0,0,1175.76,1178.1
game_00007,5,Opening,-0.38,1.86,2.24,Blunder,2.67,0.86,2.0,0,0,0,1178.1,1172.96
game_00007,6,Opening,1.86,1.86,-0.0,Perfect,0.56,6.0,0.04,1,0,0,1172.96,1175.27
game_00007,7,Opening,1.86,1.97,0.11,Perfect,1.27,6.0,0.11,0,0,0,1175.27,1178.3
game_00007,8,Opening,1.97,4.09,2.12,Blunder,2.54,1.71,1.89,1,0,0,1178.3,1172.11
game_00007,9,Opening,4.09,5.0,1.36,Blunder,3.0,3.04,0.91,0,0,0,1172.11,1161.78
game_00007,10,Opening,5.0,5.0,0.0,Perfect,1.66,6.0,0.24,0,0,0,1161.78,1165.92
game_00007,11,Middlegame,5.0,5.0,1.98,Blunder,5.04,1.56,1.54,1,0,0,1165.92,1156.04
game_00007,12,Middlegame,5.0,5.0,0.03,Perfect,4.53,6.0,0.05,0,1,0,1156.04,1159.46
game_00007,13,Middlegame,5.0,5.0,0.05,Perfect,4.51,6.0,0.39,0,0,0,1159.46,1163.57
game_00007,14,Middlegame,5.0,5.0,1.35,Blunder,2.6,3.25,1.0,0,1,0,1163.57,1155.06
game_00007,15,Middlegame,5.0,4.97,-0.03,Perfect,1.47,6.0,0.25,0,0,0,1155.06,1160.36
game_00007,16,Middlegame,4.97,5.0,0.03,Perfect,3.93,5.12,0.18,1,0,0,1160.36,1166.05
game_00007,17,Middlegame,5.0,4.99,-0.01,Perfect,1.79,6.0,0.37,0,0,0,1166.05,1172.2
game_00007,18,Middlegame,4.99,5.0,0.04,Perfect,2.22,4.57,0.13,0,0,0,1172.2,1177.66
game_00007,19,Middlegame,5.0,5.0,0.01,Perfect,4.85,5.28,0.05,0,0,0,1177.66,1182.78
game_00007,20,Middlegame,5.0,5.0,2.02,Blunder,7.0,2.26,1.85,1,0,0,1182.78,1173.7
game_00007,21,Middlegame,5.0,5.0,0.54,Inaccuracy,5.91,5.14,0.49,0,0,0,1173.7,1169.42
game_00007,22,Middlegame,5.0,5.0,0.05,Perfect,4.78,5.5,0.13,0,0,0,1169.42,1174.68
game_00007,23,Middlegame,5.0,5.0,2.03,Blunder,7.0,2.21,1.59,0,0,0,1174.68,1167.2
game_00007,24,Middlegame,5.0,5.0,0.27,Good,4.1,6.0,0.39,0,0,0,1167.2,1168.4
game_00007,25,Middlegame,5.0,4.99,-0.01,Perfect,2.05,5.85,0.1,0,0,0,1168.4,1172.32
game_00007,26,Middlegame,4.99,4.91,-0.08,Perfect,2.28,5.99,0.09,0,0,0,1172.32,1177.57
game_00007,27,Middlegame,4.91,5.0,0.3,Good,1.79,4.79,0.34,0,0,0,1177.57,1179.12
game_00007,28,Middlegame,5.0,5.0,0.77,Inaccuracy,1.84,4.41,0.41,0,1,0,1179.12,1175.96
game_00007,29,Middlegame,5.0,4.94,-0.06,Perfect,1.48,6.0,0.21,0,0,0,1175.96,1180.29
game_00007,30,Endgame,4.94,4.92,-0.02,Perfect,2.58,6.0,0.19,0,0,0,1180.29,1186.03
game_00007,31,Endgame,4.92,2.18,-2.74,Blunder,3.82,0.25,2.0,1,0,0,1186.03,1170.15
game_00007,32,Endgame,2.18,2.13,-0.05,Perfect,3.01,5.47,0.37,1,1,0,1170.15,1174.35
game_00007,33,Endgame,2.13,2.13,0.0,Perfect,1.77,5.15,0.12,0,0,0,1174.35,1179.57
game_00007,34,Endgame,2.13,2.19,0.06,Perfect,0.68,5.87,0.2,0,0,0,1179.57,1184.95
game_00007,35,Endgame,2.19,2.18,-0.01,Perfect,0.97,6.0,0.39,0,0,0,1184.95,1190.83
game_00007,36,Endgame,2.18,0.12,-2.06,Blunder,1.97,1.71,1.52,0,0,0,1190.83,1182.33
game_00007,37,Endgame,0.12,0.04,-0.08,Perfect,0.75,5.65,0.03,0,0,0,1182.33,1187.95
game_00007,38,Endgame,0.04,0.18,0.15,Perfect,1.62,6.0,0.09,0,0,0,1187.95,1192.84
game_00007,39,Endgame,0.18,0.15,-0.04,Perfect,2.97,5.67,0.17,0,0,0,1192.84,1196.9
game_00008,1,Opening,0.5,0.5,0.0,Perfect,2.13,6.0,0.21,0,0,0,1333.51,1336.16
game_00008,2,Opening,0.5,2.17,1.67,Blunder,0.78,2.54,1.43,0,0,0,1336.16,1329.67
game_00008,3,Opening,2.17,2.22,0.05,Perfect,2.07,6.0,0.19,0,0,0,1329.67,1333.46
game_00008,4,Opening,2.22,-0.01,-2.22,Blunder,1.05,0.35,1.91,0,0,0,1333.46,1322.45
game_00008,5,Opening,-0.01,-0.0,0.01,Perfect,2.1,5.65,0.18,0,0,0,1322.45,1325.48
game_00008,6,Opening,-0.0,0.31,0.31,Good,2.35,3.86,0.3,0,0,0,1325.48,1326.2
game_00008,7,Opening,0.31,0.12,-0.19,Perfect,0.56,5.47,0.18,0,0,0,1326.2,1328.3
game_00008,8,Opening,0.12,-0.21,-0.33,Good,0.59,5.28,0.32,0,0,0,1328.3,1329.66
game_00008,9,Opening,-0.21,-1.57,-1.35,Blunder,1.18,2.31,1.11,0,0,0,1329.66,1324.98
game_00008,10,Opening,-1.57,0.11,1.67,Blunder,2.41,2.02,1.2,0,0,0,1324.98,1320.89
game_00008,11,Middlegame,0.11,0.16,0.05,Perfect,1.62,5.81,0.02,0,0,0,1320.89,1323.79
game_00008,12,Middlegame,0.16,0.07,-0.09,Perfect,4.5,5.57,0.04,0,0,0,1323.79,1327.74
game_00008,13,Middlegame,0.07,0.03,-0.04,Perfect,3.21,5.92,0.37,0,1,0,1327.74,1331.14
game_00008,14,Middlegame,0.03,-0.7,-0.73,Inaccuracy,1.73,4.77,0.45,0,0,0,1331.14,1328.77
game_00008,15,Middlegame,-0.7,-0.74,-0.04,Perfect,3.01,5.95,0.38,0,0,0,1328.77,1332.41
game_00008,16,Middlegame,-0.74,-0.71,0.03,Perfect,3.86,4.81,0.04,0,0,0,1332.41,1336.31
game_00008,17,Middlegame,-0.71,-0.46,0.25,Good,3.79,5.54,0.33,1,0,0,1336.31,1337.22
game_00008,18,Middlegame,-0.46,1.9,2.36,Blunder,2.88,2.02,2.0,0,1,0,1337.22,1333.11
game_00008,19,Middlegame,1.9,4.38,2.48,Blunder,4.21,0.97,2.0,1,0,0,1333.11,1328.73
game_00008,20,Middlegame,4.38,5.0,1.93,Blunder,4.11,2.29,1.44,0,1,0,1328.73,1319.14
game_00008,21,Middlegame,5.0,5.0,0.74,Inaccuracy,2.35,5.37,0.32,0,1,0,1319.14,1315.15
game_00008,22,Middlegame,5.0,5.0,0.02,Perfect,1.47,5.63,0.34,0,0,0,1315.15,1319.84
game_00008,23,Middlegame,5.0,5.0,0.48,Good,2.77,5.04,0.22,0,0,0,1319.84,1321.86
game_00008,24,Middlegame,5.0,2.54,-2.46,Blunder,7.0,1.44,2.0,0,0,0,1321.86,1312.5
game_00008,25,Middlegame,2.54,0.14,-2.4,Blunder,5.73,1.18,1.92,1,0,0,1312.5,1302.47
